4f6be2d099b215e318181e1d56675d2c, 0,0,0, 2.6997296810150146
a22ef052966d63e4bb9aa9a4acb7c792, 0,0,0, 9.213657855987549
871f109730b5da8584aceea52fa8f96e, 0,0,0, 9.651726484298706
30587d7e5ac828f8b1eaf476d4b19bd2, 0,0,0, 2.2207605838775635
7eb9f3d63730ffbc32b86bf2516e934e, 0,0,0, 15.64727783203125
7a80c165cec8a98c8c8933ae406f02ca, 0,0,0, 9.163292169570923
5cf1a0deba52863091c39f3f327060ac, 0,0,0, 7.353991508483887
411b6d03a1fbaee6bb0bdec575c34173, 0,0,0, 6.6515772342681885
9bcb9d5a75335414bf8af139e1a2bc59, 0,0,0, 2.3112919330596924
4f6be2d099b215e318181e1d56675d2c, 6,6,0, 143.87079858779907
a22ef052966d63e4bb9aa9a4acb7c792, 2,2,0, 111.85198020935059
